================================================================================
ULTIMATE HIGH PROBABILITY SCANNER - RESULTS
================================================================================
Scan Date: 2026-02-15 08:30:51

STRATEGY CRITERIA:
  1. Jimmy Squeeze Channel PRINTING on scan day (EMA5/26 within ATR distance)
  2. EFI oversold (MAROON or ORANGE - histogram below 0)
  3. Normalized price > 0 (Close above 68 EMA - DIVERGENCE setup)
  (Fader color shown for reference - RED or GREEN both accepted)

QUALITY SCORE:
  Based on consolidation duration, oversold level, EFI strength, volume
  Higher score = higher probability setup

Total High Probability Setups Found: 154
================================================================================

TOP HIGH PROBABILITY SETUPS (sorted by quality score):
--------------------------------------------------------------------------------
Ticker   Score   Days   Range    Pos%   Norm    EFI      Fader   Vol  
  SETUP: HLF consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 50/100

SIGNAL #30 - INBX - Quality Score: 50/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $75.80
  Consolidation:       1 days
  Range:               $77.13 - $81.22 (5.3%)
  Position in Range:   -33% (lower third = buy zone)
  Normalized Price:    2.00 (DIVERGENCE)
  Force Index:         -9.71 (MAROON)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: INBX consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 50/100

SIGNAL #31 - IONS - Quality Score: 50/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $80.60
  Consolidation:       1 days
  Range:               $81.14 - $83.09 (2.4%)
  Position in Range:   -27% (lower third = buy zone)
  Normalized Price:    2.39 (DIVERGENCE)
  Force Index:         -5.04 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: IONS consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 50/100

SIGNAL #32 - TTMI - Quality Score: 50/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $91.80
  Consolidation:       1 days
  Range:               $89.68 - $93.98 (4.8%)
  Position in Range:   49% (lower third = buy zone)
  Normalized Price:    10.90 (DIVERGENCE)
  Force Index:         -6.22 (MAROON)
  Fader Signal:        RED
  Volume:              0.4x average

  SETUP: TTMI consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 50/100

SIGNAL #33 - RYI - Quality Score: 48/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $27.03
  Consolidation:       1 days
  Range:               $27.91 - $28.70 (2.8%)
  Position in Range:   -111% (lower third = buy zone)
  Normalized Price:    0.64 (DIVERGENCE)
  Force Index:         -3.58 (MAROON)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: RYI consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 48/100

SIGNAL #34 - HBI - Quality Score: 48/100
--------------------------------------------------------------------------------
  Date:                12/02/2025
  Current Price:       $6.47
  Consolidation:       12 days
  Range:               $6.49 - $6.64 (2.3%)
  Position in Range:   -14% (lower third = buy zone)
  Normalized Price:    0.07 (DIVERGENCE)
  Force Index:         -0.15 (ORANGE)
  Fader Signal:        RED
  Volume:              8.1x average

  SETUP: HBI consolidating for 12 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 48/100

SIGNAL #35 - MDT - Quality Score: 47/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $99.49
  Consolidation:       2 days
  Range:               $99.87 - $101.38 (1.5%)
  Position in Range:   -25% (lower third = buy zone)
  Normalized Price:    0.53 (DIVERGENCE)
  Force Index:         -3.58 (MAROON)
  Fader Signal:        RED
  Volume:              1.2x average

  SETUP: MDT consolidating for 2 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 47/100

SIGNAL #36 - AGX - Quality Score: 46/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $352.09
  Consolidation:       2 days
  Range:               $341.84 - $357.89 (4.7%)
  Position in Range:   64% (lower third = buy zone)
  Normalized Price:    20.89 (DIVERGENCE)
  Force Index:         -7.14 (ORANGE)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: AGX consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 46/100

SIGNAL #37 - TBPH - Quality Score: 46/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $19.53
  Consolidation:       5 days
  Range:               $19.24 - $19.81 (3.0%)
  Position in Range:   51% (lower third = buy zone)
  Normalized Price:    1.08 (DIVERGENCE)
  Force Index:         -0.21 (ORANGE)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: TBPH consolidating for 5 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 46/100

SIGNAL #38 - SEMR - Quality Score: 46/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $11.81
  Consolidation:       2 days
  Range:               $11.74 - $11.88 (1.2%)
  Position in Range:   50% (lower third = buy zone)
  Normalized Price:    0.80 (DIVERGENCE)
  Force Index:         -0.14 (MAROON)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: SEMR consolidating for 2 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 46/100

SIGNAL #39 - ALEC - Quality Score: 45/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $1.87
  Consolidation:       1 days
  Range:               $1.80 - $1.91 (6.1%)
  Position in Range:   66% (lower third = buy zone)
  Normalized Price:    0.08 (DIVERGENCE)
  Force Index:         -0.08 (MAROON)
  Fader Signal:        RED
  Volume:              1.4x average

  SETUP: ALEC consolidating for 1 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 45/100

SIGNAL #40 - BKTI - Quality Score: 45/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $77.45
  Consolidation:       10 days
  Range:               $77.04 - $80.16 (4.0%)
  Position in Range:   13% (lower third = buy zone)
  Normalized Price:    2.17 (DIVERGENCE)
  Force Index:         -2.62 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: BKTI consolidating for 10 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 45/100

SIGNAL #41 - CWST - Quality Score: 44/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $103.72
  Consolidation:       2 days
  Range:               $102.14 - $104.35 (2.2%)
  Position in Range:   71% (lower third = buy zone)
  Normalized Price:    3.39 (DIVERGENCE)
  Force Index:         -0.64 (ORANGE)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: CWST consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 44/100

SIGNAL #42 - BWXT - Quality Score: 44/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $200.40
  Consolidation:       8 days
  Range:               $196.54 - $202.70 (3.1%)
  Position in Range:   63% (lower third = buy zone)
  Normalized Price:    7.60 (DIVERGENCE)
  Force Index:         -0.19 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: BWXT consolidating for 8 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 44/100

SIGNAL #43 - ALB - Quality Score: 44/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $166.35
  Consolidation:       7 days
  Range:               $163.56 - $169.56 (3.7%)
  Position in Range:   47% (lower third = buy zone)
  Normalized Price:    18.44 (DIVERGENCE)
  Force Index:         -4.46 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: ALB consolidating for 7 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 44/100

SIGNAL #44 - OLMA - Quality Score: 44/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $25.36
  Consolidation:       7 days
  Range:               $25.40 - $26.76 (5.3%)
  Position in Range:   -3% (lower third = buy zone)
  Normalized Price:    2.28 (DIVERGENCE)
  Force Index:         -1.13 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: OLMA consolidating for 7 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 44/100

SIGNAL #45 - IRWD - Quality Score: 43/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $4.50
  Consolidation:       4 days
  Range:               $4.42 - $4.66 (5.6%)
  Position in Range:   34% (lower third = buy zone)
  Normalized Price:    0.65 (DIVERGENCE)
  Force Index:         -0.29 (MAROON)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: IRWD consolidating for 4 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 43/100

SIGNAL #46 - CDNA - Quality Score: 43/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $19.47
  Consolidation:       3 days
  Range:               $19.39 - $20.15 (3.9%)
  Position in Range:   10% (lower third = buy zone)
  Normalized Price:    0.82 (DIVERGENCE)
  Force Index:         -0.86 (ORANGE)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: CDNA consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 43/100

SIGNAL #47 - IMVT - Quality Score: 43/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $25.75
  Consolidation:       6 days
  Range:               $25.51 - $26.46 (3.7%)
  Position in Range:   26% (lower third = buy zone)
  Normalized Price:    1.12 (DIVERGENCE)
  Force Index:         -0.66 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: IMVT consolidating for 6 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 43/100

SIGNAL #48 - INFA - Quality Score: 43/100
--------------------------------------------------------------------------------
  Date:                11/19/2025
  Current Price:       $24.79
  Consolidation:       54 days
  Range:               $24.78 - $24.88 (0.4%)
  Position in Range:   9% (lower third = buy zone)
  Normalized Price:    0.12 (DIVERGENCE)
  Force Index:         -0.06 (ORANGE)
  Fader Signal:        RED
  Volume:              0.0x average

  SETUP: INFA consolidating for 54 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 43/100

SIGNAL #49 - CLB - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $18.56
  Consolidation:       5 days
  Range:               $18.39 - $19.00 (3.3%)
  Position in Range:   28% (lower third = buy zone)
  Normalized Price:    1.23 (DIVERGENCE)
  Force Index:         -0.66 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: CLB consolidating for 5 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 42/100

SIGNAL #50 - BANC - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $20.00
  Consolidation:       2 days
  Range:               $19.99 - $20.43 (2.2%)
  Position in Range:   2% (lower third = buy zone)
  Normalized Price:    0.64 (DIVERGENCE)
  Force Index:         -0.72 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: BANC consolidating for 2 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 42/100

SIGNAL #51 - PEN - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $339.30
  Consolidation:       4 days
  Range:               $336.27 - $342.57 (1.9%)
  Position in Range:   48% (lower third = buy zone)
  Normalized Price:    21.31 (DIVERGENCE)
  Force Index:         -7.76 (ORANGE)
  Fader Signal:        RED
  Volume:              0.2x average

  SETUP: PEN consolidating for 4 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 42/100

SIGNAL #52 - UFPT - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $245.81
  Consolidation:       1 days
  Range:               $248.49 - $257.03 (3.4%)
  Position in Range:   -31% (lower third = buy zone)
  Normalized Price:    5.63 (DIVERGENCE)
  Force Index:         -21.56 (ORANGE)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: UFPT consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 42/100

SIGNAL #53 - FEIM - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $52.23
  Consolidation:       3 days
  Range:               $51.36 - $53.96 (5.1%)
  Position in Range:   34% (lower third = buy zone)
  Normalized Price:    5.80 (DIVERGENCE)
  Force Index:         -2.07 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: FEIM consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 42/100

SIGNAL #54 - LPCN - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $8.49
  Consolidation:       3 days
  Range:               $8.24 - $8.70 (5.5%)
  Position in Range:   55% (lower third = buy zone)
  Normalized Price:    1.95 (DIVERGENCE)
  Force Index:         -0.84 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: LPCN consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 42/100

SIGNAL #55 - OSS - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $9.24
  Consolidation:       3 days
  Range:               $9.02 - $9.62 (6.7%)
  Position in Range:   37% (lower third = buy zone)
  Normalized Price:    1.24 (DIVERGENCE)
  Force Index:         -0.71 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: OSS consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 42/100

SIGNAL #56 - VSCO - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $58.54
  Consolidation:       3 days
  Range:               $57.21 - $59.29 (3.6%)
  Position in Range:   64% (lower third = buy zone)
  Normalized Price:    6.60 (DIVERGENCE)
  Force Index:         -0.53 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: VSCO consolidating for 3 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 42/100

SIGNAL #57 - CSCO - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $76.85
  Consolidation:       1 days
  Range:               $78.60 - $80.08 (1.9%)
  Position in Range:   -119% (lower third = buy zone)
  Normalized Price:    0.03 (DIVERGENCE)
  Force Index:         -8.03 (ORANGE)
  Fader Signal:        RED
  Volume:              1.6x average

  SETUP: CSCO consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #58 - ALHC - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $21.75
  Consolidation:       2 days
  Range:               $21.35 - $22.02 (3.1%)
  Position in Range:   59% (lower third = buy zone)
  Normalized Price:    1.61 (DIVERGENCE)
  Force Index:         -0.66 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: ALHC consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #59 - ASH - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $60.93
  Consolidation:       2 days
  Range:               $61.09 - $62.50 (2.3%)
  Position in Range:   -11% (lower third = buy zone)
  Normalized Price:    1.92 (DIVERGENCE)
  Force Index:         -2.61 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: ASH consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #60 - BK - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $117.74
  Consolidation:       2 days
  Range:               $119.17 - $121.19 (1.7%)
  Position in Range:   -71% (lower third = buy zone)
  Normalized Price:    1.20 (DIVERGENCE)
  Force Index:         -6.52 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: BK consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #61 - ESQ - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $108.93
  Consolidation:       2 days
  Range:               $108.13 - $111.08 (2.7%)
  Position in Range:   27% (lower third = buy zone)
  Normalized Price:    2.69 (DIVERGENCE)
  Force Index:         -3.83 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: ESQ consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #62 - FFIV - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $273.93
  Consolidation:       2 days
  Range:               $268.49 - $275.37 (2.6%)
  Position in Range:   79% (lower third = buy zone)
  Normalized Price:    3.58 (DIVERGENCE)
  Force Index:         -1.21 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: FFIV consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #63 - FRPT - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $67.72
  Consolidation:       2 days
  Range:               $66.72 - $68.87 (3.2%)
  Position in Range:   47% (lower third = buy zone)
  Normalized Price:    3.36 (DIVERGENCE)
  Force Index:         -2.27 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: FRPT consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #64 - GS - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $905.14
  Consolidation:       2 days
  Range:               $915.46 - $934.87 (2.1%)
  Position in Range:   -53% (lower third = buy zone)
  Normalized Price:    17.45 (DIVERGENCE)
  Force Index:         -47.22 (ORANGE)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: GS consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #65 - JXN - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $113.80
  Consolidation:       2 days
  Range:               $113.56 - $115.99 (2.1%)
  Position in Range:   10% (lower third = buy zone)
  Normalized Price:    4.84 (DIVERGENCE)
  Force Index:         -4.72 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: JXN consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #66 - LLY - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $1040.00
  Consolidation:       2 days
  Range:               $1031.87 - $1057.69 (2.5%)
  Position in Range:   31% (lower third = buy zone)
  Normalized Price:    26.01 (DIVERGENCE)
  Force Index:         -0.57 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: LLY consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #67 - NTRS - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $146.38
  Consolidation:       2 days
  Range:               $145.76 - $148.44 (1.8%)
  Position in Range:   23% (lower third = buy zone)
  Normalized Price:    5.28 (DIVERGENCE)
  Force Index:         -4.25 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: NTRS consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #68 - PFG - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $90.39
  Consolidation:       2 days
  Range:               $91.78 - $93.32 (1.7%)
  Position in Range:   -90% (lower third = buy zone)
  Normalized Price:    1.11 (DIVERGENCE)
  Force Index:         -6.16 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: PFG consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #69 - SNDR - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $28.73
  Consolidation:       2 days
  Range:               $28.59 - $29.31 (2.5%)
  Position in Range:   19% (lower third = buy zone)
  Normalized Price:    1.50 (DIVERGENCE)
  Force Index:         -1.17 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: SNDR consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #70 - STT - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $127.97
  Consolidation:       2 days
  Range:               $128.65 - $131.11 (1.9%)
  Position in Range:   -28% (lower third = buy zone)
  Normalized Price:    1.66 (DIVERGENCE)
  Force Index:         -4.66 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: STT consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #71 - WERN - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $33.21
  Consolidation:       2 days
  Range:               $33.47 - $34.43 (2.9%)
  Position in Range:   -27% (lower third = buy zone)
  Normalized Price:    1.58 (DIVERGENCE)
  Force Index:         -2.90 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: WERN consolidating for 2 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #72 - ASTS - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $101.79
  Consolidation:       1 days
  Range:               $97.49 - $104.28 (7.0%)
  Position in Range:   63% (lower third = buy zone)
  Normalized Price:    15.36 (DIVERGENCE)
  Force Index:         -8.47 (ORANGE)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: ASTS consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 40/100

SIGNAL #73 - BE - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $139.74
  Consolidation:       1 days
  Range:               $136.25 - $145.74 (7.0%)
  Position in Range:   37% (lower third = buy zone)
  Normalized Price:    16.86 (DIVERGENCE)
  Force Index:         -15.00 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: BE consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 40/100

SIGNAL #74 - BFH - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $72.37
  Consolidation:       1 days
  Range:               $73.04 - $74.95 (2.6%)
  Position in Range:   -35% (lower third = buy zone)
  Normalized Price:    1.04 (DIVERGENCE)
  Force Index:         -4.65 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: BFH consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 40/100

SIGNAL #75 - FRGE - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $44.65
  Consolidation:       1 days
  Range:               $44.19 - $44.67 (1.1%)
  Position in Range:   96% (lower third = buy zone)
  Normalized Price:    4.21 (DIVERGENCE)
  Force Index:         -0.01 (ORANGE)
  Fader Signal:        GREEN
  Volume:              1.0x average

  SETUP: FRGE consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 40/100

SIGNAL #76 - HYMC - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                02/06/2026
  Current Price:       $34.59
  Consolidation:       1 days
  Range:               $34.91 - $37.40 (7.1%)
  Position in Range:   -13% (lower third = buy zone)
  Normalized Price:    8.71 (DIVERGENCE)
  Force Index:         -10.09 (ORANGE)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: HYMC consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 40/100

SIGNAL #77 - INTC - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $46.79
  Consolidation:       1 days
  Range:               $45.64 - $47.57 (4.2%)
  Position in Range:   59% (lower third = buy zone)
  Normalized Price:    4.34 (DIVERGENCE)
  Force Index:         -2.11 (ORANGE)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: INTC consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 40/100

SIGNAL #78 - SATS - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $113.15
  Consolidation:       1 days
  Range:               $111.99 - $116.16 (3.7%)
  Position in Range:   28% (lower third = buy zone)
  Normalized Price:    10.50 (DIVERGENCE)
  Force Index:         -1.96 (ORANGE)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: SATS consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 40/100

SIGNAL #79 - UAL - Quality Score: 40/100
--------------------------------------------------------------------------------
  Date:                02/13/2026
  Current Price:       $109.29
  Consolidation:       1 days
  Range:               $108.83 - $112.13 (3.0%)
  Position in Range:   14% (lower third = buy zone)
  Normalized Price:    1.65 (DIVERGENCE)
  Force Index:         -3.46 (ORANGE)
  Fader Signal:        GREEN
  Volume:              0.8x average

  SETUP: UAL consolidating for 1 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 40/100

