================================================================================
ULTIMATE HIGH PROBABILITY SCANNER - $0-20 PRICE RANGE
================================================================================
Scan Date: 2026-01-25 21:39:41

STRATEGY CRITERIA:
  1. Price between $0 - $20
  2. Channel consolidation detected (any duration)
  3. EFI oversold (MAROON or ORANGE - histogram below 0)
  4. Normalized price > 0 (Close above 68 EMA - DIVERGENCE setup)
  (Fader color shown for reference - RED or GREEN both accepted)

QUALITY SCORE:
  Based on consolidation duration, oversold level, EFI strength, volume
  Higher score = higher probability setup

Total High Probability Setups Found: 139
================================================================================

TOP HIGH PROBABILITY SETUPS (sorted by quality score):
--------------------------------------------------------------------------------
Ticker   Score   Days   Range    Pos%   Norm    EFI      Fader   Vol 
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $16.60
  Consolidation:       20 days
  Range:               $13.84 - $20.43 (47.6%)
  Position in Range:   42% (lower third = buy zone)
  Normalized Price:    1.20 (DIVERGENCE)
  Force Index:         -0.45 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.3x average

  SETUP: PTN consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 60/100

SIGNAL #32 - RAIL - Quality Score: 60/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $10.98
  Consolidation:       20 days
  Range:               $10.44 - $11.95 (14.5%)
  Position in Range:   36% (lower third = buy zone)
  Normalized Price:    1.01 (DIVERGENCE)
  Force Index:         -0.35 (MAROON)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: RAIL consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 60/100

SIGNAL #33 - SHC - Quality Score: 60/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $18.51
  Consolidation:       20 days
  Range:               $17.35 - $19.85 (14.4%)
  Position in Range:   46% (lower third = buy zone)
  Normalized Price:    1.22 (DIVERGENCE)
  Force Index:         -0.47 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: SHC consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 60/100

SIGNAL #34 - TWIN - Quality Score: 60/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $17.50
  Consolidation:       20 days
  Range:               $15.01 - $19.33 (28.8%)
  Position in Range:   58% (lower third = buy zone)
  Normalized Price:    1.54 (DIVERGENCE)
  Force Index:         -0.37 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.5x average

  SETUP: TWIN consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 60/100

SIGNAL #35 - WVE - Quality Score: 60/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $13.47
  Consolidation:       20 days
  Range:               $13.22 - $19.50 (47.5%)
  Position in Range:   4% (lower third = buy zone)
  Normalized Price:    1.01 (DIVERGENCE)
  Force Index:         -1.77 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: WVE consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 60/100

SIGNAL #36 - BWB - Quality Score: 55/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $18.23
  Consolidation:       20 days
  Range:               $17.24 - $19.40 (12.5%)
  Position in Range:   46% (lower third = buy zone)
  Normalized Price:    0.55 (DIVERGENCE)
  Force Index:         -0.19 (MAROON)
  Fader Signal:        GREEN
  Volume:              1.1x average

  SETUP: BWB consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 55/100

SIGNAL #37 - DBI - Quality Score: 55/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $6.94
  Consolidation:       20 days
  Range:               $6.82 - $8.35 (22.4%)
  Position in Range:   8% (lower third = buy zone)
  Normalized Price:    0.83 (DIVERGENCE)
  Force Index:         -1.16 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: DBI consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 55/100

SIGNAL #38 - KRNY - Quality Score: 55/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $7.80
  Consolidation:       20 days
  Range:               $7.26 - $8.50 (17.1%)
  Position in Range:   44% (lower third = buy zone)
  Normalized Price:    0.54 (DIVERGENCE)
  Force Index:         -0.05 (MAROON)
  Fader Signal:        GREEN
  Volume:              1.1x average

  SETUP: KRNY consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 55/100

SIGNAL #39 - MAC - Quality Score: 54/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $18.35
  Consolidation:       20 days
  Range:               $17.73 - $19.14 (8.0%)
  Position in Range:   44% (lower third = buy zone)
  Normalized Price:    0.43 (DIVERGENCE)
  Force Index:         -0.18 (MAROON)
  Fader Signal:        RED
  Volume:              1.2x average

  SETUP: MAC consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 54/100

SIGNAL #40 - EBS - Quality Score: 52/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $11.95
  Consolidation:       20 days
  Range:               $10.60 - $14.06 (32.6%)
  Position in Range:   39% (lower third = buy zone)
  Normalized Price:    0.69 (DIVERGENCE)
  Force Index:         -0.06 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: EBS consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 52/100

SIGNAL #41 - QNCX - Quality Score: 52/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.08
  Consolidation:       20 days
  Range:               $2.56 - $3.75 (46.5%)
  Position in Range:   44% (lower third = buy zone)
  Normalized Price:    0.24 (DIVERGENCE)
  Force Index:         -0.17 (MAROON)
  Fader Signal:        GREEN
  Volume:              1.2x average

  SETUP: QNCX consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 52/100

SIGNAL #42 - HBI - Quality Score: 51/100
--------------------------------------------------------------------------------
  Date:                12/02/2025
  Current Price:       $6.47
  Consolidation:       20 days
  Range:               $6.30 - $6.71 (6.4%)
  Position in Range:   41% (lower third = buy zone)
  Normalized Price:    0.07 (DIVERGENCE)
  Force Index:         -0.15 (ORANGE)
  Fader Signal:        RED
  Volume:              8.1x average

  SETUP: HBI consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 51/100

SIGNAL #43 - VLY - Quality Score: 51/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $11.91
  Consolidation:       20 days
  Range:               $11.54 - $12.68 (9.9%)
  Position in Range:   32% (lower third = buy zone)
  Normalized Price:    0.51 (DIVERGENCE)
  Force Index:         -0.17 (MAROON)
  Fader Signal:        GREEN
  Volume:              1.1x average

  SETUP: VLY consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 51/100

SIGNAL #44 - APVO - Quality Score: 50/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $8.98
  Consolidation:       20 days
  Range:               $7.66 - $18.72 (144.4%)
  Position in Range:   12% (lower third = buy zone)
  Normalized Price:    2.89 (DIVERGENCE)
  Force Index:         -0.39 (ORANGE)
  Fader Signal:        RED
  Volume:              0.0x average

  SETUP: APVO consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 50/100

SIGNAL #45 - CYRX - Quality Score: 50/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $10.39
  Consolidation:       20 days
  Range:               $9.40 - $11.45 (21.8%)
  Position in Range:   48% (lower third = buy zone)
  Normalized Price:    0.63 (DIVERGENCE)
  Force Index:         -0.49 (MAROON)
  Fader Signal:        GREEN
  Volume:              1.0x average

  SETUP: CYRX consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 50/100

SIGNAL #46 - HCSG - Quality Score: 50/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $18.91
  Consolidation:       20 days
  Range:               $16.78 - $19.98 (19.1%)
  Position in Range:   67% (lower third = buy zone)
  Normalized Price:    0.61 (DIVERGENCE)
  Force Index:         -0.26 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.7x average

  SETUP: HCSG consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 50/100

SIGNAL #47 - PASG - Quality Score: 50/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $12.58
  Consolidation:       20 days
  Range:               $9.56 - $20.00 (109.2%)
  Position in Range:   29% (lower third = buy zone)
  Normalized Price:    1.55 (DIVERGENCE)
  Force Index:         -2.47 (ORANGE)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: PASG consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 50/100

SIGNAL #48 - SVRA - Quality Score: 50/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $6.02
  Consolidation:       20 days
  Range:               $5.47 - $6.61 (20.9%)
  Position in Range:   48% (lower third = buy zone)
  Normalized Price:    0.63 (DIVERGENCE)
  Force Index:         -0.01 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.8x average

  SETUP: SVRA consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 50/100

SIGNAL #49 - MITT - Quality Score: 49/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $8.85
  Consolidation:       20 days
  Range:               $8.29 - $9.27 (11.8%)
  Position in Range:   57% (lower third = buy zone)
  Normalized Price:    0.57 (DIVERGENCE)
  Force Index:         -0.02 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.6x average

  SETUP: MITT consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 49/100

SIGNAL #50 - NXTC - Quality Score: 49/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $11.92
  Consolidation:       20 days
  Range:               $11.04 - $14.65 (32.7%)
  Position in Range:   24% (lower third = buy zone)
  Normalized Price:    0.59 (DIVERGENCE)
  Force Index:         -2.07 (MAROON)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: NXTC consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 49/100

SIGNAL #51 - JAMF - Quality Score: 48/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $13.00
  Consolidation:       20 days
  Range:               $12.99 - $13.03 (0.3%)
  Position in Range:   22% (lower third = buy zone)
  Normalized Price:    0.53 (DIVERGENCE)
  Force Index:         -0.02 (MAROON)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: JAMF consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 48/100

SIGNAL #52 - NAII - Quality Score: 48/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $4.15
  Consolidation:       20 days
  Range:               $3.15 - $4.96 (57.5%)
  Position in Range:   55% (lower third = buy zone)
  Normalized Price:    0.53 (DIVERGENCE)
  Force Index:         -0.36 (MAROON)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: NAII consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 48/100

SIGNAL #53 - SEM - Quality Score: 48/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $15.15
  Consolidation:       20 days
  Range:               $14.65 - $15.48 (5.7%)
  Position in Range:   60% (lower third = buy zone)
  Normalized Price:    0.54 (DIVERGENCE)
  Force Index:         -0.09 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.8x average

  SETUP: SEM consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 48/100

SIGNAL #54 - SWBI - Quality Score: 48/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $10.56
  Consolidation:       20 days
  Range:               $9.85 - $11.08 (12.5%)
  Position in Range:   58% (lower third = buy zone)
  Normalized Price:    0.67 (DIVERGENCE)
  Force Index:         -0.03 (ORANGE)
  Fader Signal:        GREEN
  Volume:              1.1x average

  SETUP: SWBI consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 48/100

SIGNAL #55 - UMH - Quality Score: 48/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $16.10
  Consolidation:       20 days
  Range:               $15.70 - $16.65 (6.1%)
  Position in Range:   42% (lower third = buy zone)
  Normalized Price:    0.53 (DIVERGENCE)
  Force Index:         -0.06 (MAROON)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: UMH consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 48/100

SIGNAL #56 - IBIO - Quality Score: 47/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $2.25
  Consolidation:       20 days
  Range:               $1.70 - $2.89 (70.0%)
  Position in Range:   46% (lower third = buy zone)
  Normalized Price:    0.50 (DIVERGENCE)
  Force Index:         -0.04 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.2x average

  SETUP: IBIO consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 47/100

SIGNAL #57 - NVFY - Quality Score: 47/100
--------------------------------------------------------------------------------
  Date:                01/07/2026
  Current Price:       $5.89
  Consolidation:       20 days
  Range:               $5.52 - $6.23 (12.9%)
  Position in Range:   52% (lower third = buy zone)
  Normalized Price:    0.48 (DIVERGENCE)
  Force Index:         -0.11 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: NVFY consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 47/100

SIGNAL #58 - PDLB - Quality Score: 47/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $16.40
  Consolidation:       20 days
  Range:               $15.52 - $17.15 (10.5%)
  Position in Range:   54% (lower third = buy zone)
  Normalized Price:    0.51 (DIVERGENCE)
  Force Index:         -0.04 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.8x average

  SETUP: PDLB consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 47/100

SIGNAL #59 - BALY - Quality Score: 46/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $16.50
  Consolidation:       20 days
  Range:               $15.55 - $17.80 (14.5%)
  Position in Range:   42% (lower third = buy zone)
  Normalized Price:    0.46 (DIVERGENCE)
  Force Index:         -0.02 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: BALY consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 46/100

SIGNAL #60 - KVHI - Quality Score: 46/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $7.00
  Consolidation:       20 days
  Range:               $6.62 - $7.71 (16.5%)
  Position in Range:   35% (lower third = buy zone)
  Normalized Price:    0.44 (DIVERGENCE)
  Force Index:         -0.45 (MAROON)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: KVHI consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 46/100

SIGNAL #61 - UNIT - Quality Score: 46/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $7.40
  Consolidation:       20 days
  Range:               $6.61 - $8.40 (27.1%)
  Position in Range:   44% (lower third = buy zone)
  Normalized Price:    0.46 (DIVERGENCE)
  Force Index:         -0.19 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.5x average

  SETUP: UNIT consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 46/100

SIGNAL #62 - F - Quality Score: 45/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $13.56
  Consolidation:       20 days
  Range:               $13.06 - $14.50 (11.0%)
  Position in Range:   35% (lower third = buy zone)
  Normalized Price:    0.43 (DIVERGENCE)
  Force Index:         -0.26 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: F consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 45/100

SIGNAL #63 - FSEA - Quality Score: 45/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $12.74
  Consolidation:       20 days
  Range:               $12.41 - $13.20 (6.4%)
  Position in Range:   42% (lower third = buy zone)
  Normalized Price:    0.43 (DIVERGENCE)
  Force Index:         -0.08 (MAROON)
  Fader Signal:        RED
  Volume:              0.3x average

  SETUP: FSEA consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 45/100

SIGNAL #64 - HLMN - Quality Score: 45/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $9.63
  Consolidation:       20 days
  Range:               $8.51 - $10.11 (18.9%)
  Position in Range:   70% (lower third = buy zone)
  Normalized Price:    0.42 (DIVERGENCE)
  Force Index:         -0.07 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.6x average

  SETUP: HLMN consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 45/100

SIGNAL #65 - KW - Quality Score: 45/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $9.80
  Consolidation:       20 days
  Range:               $9.50 - $10.09 (6.2%)
  Position in Range:   51% (lower third = buy zone)
  Normalized Price:    0.42 (DIVERGENCE)
  Force Index:         -0.12 (MAROON)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: KW consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 45/100

SIGNAL #66 - OWLT - Quality Score: 45/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $12.97
  Consolidation:       20 days
  Range:               $12.62 - $16.94 (34.2%)
  Position in Range:   8% (lower third = buy zone)
  Normalized Price:    0.22 (DIVERGENCE)
  Force Index:         -2.29 (MAROON)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: OWLT consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 45/100

SIGNAL #67 - SCS - Quality Score: 45/100
--------------------------------------------------------------------------------
  Date:                12/09/2025
  Current Price:       $16.14
  Consolidation:       20 days
  Range:               $15.45 - $16.51 (6.9%)
  Position in Range:   65% (lower third = buy zone)
  Normalized Price:    0.30 (DIVERGENCE)
  Force Index:         -0.01 (ORANGE)
  Fader Signal:        GREEN
  Volume:              1.3x average

  SETUP: SCS consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 45/100

SIGNAL #68 - ASUR - Quality Score: 44/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $9.19
  Consolidation:       20 days
  Range:               $8.83 - $10.20 (15.5%)
  Position in Range:   26% (lower third = buy zone)
  Normalized Price:    0.29 (DIVERGENCE)
  Force Index:         -0.60 (MAROON)
  Fader Signal:        RED
  Volume:              1.1x average

  SETUP: ASUR consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 44/100

SIGNAL #69 - ATHA - Quality Score: 44/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $5.81
  Consolidation:       20 days
  Range:               $5.80 - $7.77 (34.0%)
  Position in Range:   1% (lower third = buy zone)
  Normalized Price:    0.38 (DIVERGENCE)
  Force Index:         -1.16 (MAROON)
  Fader Signal:        RED
  Volume:              0.3x average

  SETUP: ATHA consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 44/100

SIGNAL #70 - KRMD - Quality Score: 44/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $5.61
  Consolidation:       20 days
  Range:               $5.13 - $6.61 (28.8%)
  Position in Range:   32% (lower third = buy zone)
  Normalized Price:    0.38 (DIVERGENCE)
  Force Index:         -0.14 (MAROON)
  Fader Signal:        RED
  Volume:              0.5x average

  SETUP: KRMD consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 44/100

SIGNAL #71 - PETS - Quality Score: 44/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.32
  Consolidation:       20 days
  Range:               $3.13 - $3.70 (18.2%)
  Position in Range:   33% (lower third = buy zone)
  Normalized Price:    0.38 (DIVERGENCE)
  Force Index:         -0.08 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.4x average

  SETUP: PETS consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 44/100

SIGNAL #72 - SBH - Quality Score: 44/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $15.41
  Consolidation:       20 days
  Range:               $14.03 - $17.92 (27.7%)
  Position in Range:   35% (lower third = buy zone)
  Normalized Price:    0.38 (DIVERGENCE)
  Force Index:         -0.43 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.9x average

  SETUP: SBH consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 44/100

SIGNAL #73 - PPSI - Quality Score: 43/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $4.68
  Consolidation:       20 days
  Range:               $3.84 - $5.39 (40.3%)
  Position in Range:   54% (lower third = buy zone)
  Normalized Price:    0.33 (DIVERGENCE)
  Force Index:         -0.20 (MAROON)
  Fader Signal:        RED
  Volume:              0.8x average

  SETUP: PPSI consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 43/100

SIGNAL #74 - VTLE - Quality Score: 43/100
--------------------------------------------------------------------------------
  Date:                12/19/2025
  Current Price:       $17.92
  Consolidation:       20 days
  Range:               $15.56 - $19.45 (25.0%)
  Position in Range:   61% (lower third = buy zone)
  Normalized Price:    0.74 (DIVERGENCE)
  Force Index:         -0.33 (ORANGE)
  Fader Signal:        RED
  Volume:              0.0x average

  SETUP: VTLE consolidating for 20 days,
         DIVERGENCE: EFI oversold (ORANGE) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 43/100

SIGNAL #75 - COMM - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $17.92
  Consolidation:       20 days
  Range:               $17.12 - $19.95 (16.5%)
  Position in Range:   28% (lower third = buy zone)
  Normalized Price:    0.30 (DIVERGENCE)
  Force Index:         -0.98 (MAROON)
  Fader Signal:        RED
  Volume:              0.6x average

  SETUP: COMM consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 42/100

SIGNAL #76 - CPIX - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.93
  Consolidation:       20 days
  Range:               $3.76 - $5.38 (43.1%)
  Position in Range:   10% (lower third = buy zone)
  Normalized Price:    0.30 (DIVERGENCE)
  Force Index:         -1.02 (MAROON)
  Fader Signal:        RED
  Volume:              1.0x average

  SETUP: CPIX consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 42/100

SIGNAL #77 - CTKB - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $5.27
  Consolidation:       20 days
  Range:               $4.89 - $6.04 (23.4%)
  Position in Range:   33% (lower third = buy zone)
  Normalized Price:    0.31 (DIVERGENCE)
  Force Index:         -0.32 (MAROON)
  Fader Signal:        RED
  Volume:              0.9x average

  SETUP: CTKB consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 42/100

SIGNAL #78 - EVC - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $3.17
  Consolidation:       20 days
  Range:               $2.84 - $3.39 (19.4%)
  Position in Range:   60% (lower third = buy zone)
  Normalized Price:    0.32 (DIVERGENCE)
  Force Index:         -0.03 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.6x average

  SETUP: EVC consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 42/100

SIGNAL #79 - FNB - Quality Score: 42/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $17.11
  Consolidation:       20 days
  Range:               $16.86 - $18.30 (8.5%)
  Position in Range:   17% (lower third = buy zone)
  Normalized Price:    0.28 (DIVERGENCE)
  Force Index:         -0.73 (MAROON)
  Fader Signal:        GREEN
  Volume:              0.9x average

  SETUP: FNB consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader GREEN confirming bullish momentum.
         Quality score: 42/100

SIGNAL #80 - AAL - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $14.67
  Consolidation:       20 days
  Range:               $14.65 - $16.50 (12.6%)
  Position in Range:   1% (lower third = buy zone)
  Normalized Price:    0.24 (DIVERGENCE)
  Force Index:         -1.26 (MAROON)
  Fader Signal:        RED
  Volume:              0.7x average

  SETUP: AAL consolidating for 20 days,
         DIVERGENCE: EFI oversold (MAROON) but norm price > 0,
         Fader RED confirming bullish momentum.
         Quality score: 41/100

SIGNAL #81 - ACEL - Quality Score: 41/100
--------------------------------------------------------------------------------
  Date:                01/23/2026
  Current Price:       $11.29
  Consolidation:       20 days
  Range:               $11.06 - $11.86 (7.3%)
  Position in Range:   29% (lower third = buy zone)
